# 05_IMPORTS_STRATIFIED.txt
# Temporal and architectural classification
# Format: <module>|<era>|<module_reality>|<symbol_reality>

..linalg|ERA_UNKNOWN|DEAD|N/A
.._array_object|ERA_UNKNOWN|DEAD|N/A
.._dtypes|ERA_UNKNOWN|DEAD|N/A
.._creation_functions|ERA_UNKNOWN|DEAD|N/A
.._elementwise_functions|ERA_UNKNOWN|DEAD|N/A
.._manipulation_functions|ERA_UNKNOWN|DEAD|N/A
hypothesis.extra.array_api|ERA_UNKNOWN|DEAD|N/A
.._utils._inspect|ERA_UNKNOWN|DEAD|N/A
.py3k|ERA_UNKNOWN|DEAD|N/A
pickle5|ERA_UNKNOWN|DEAD|N/A
numpy.compat|ERA_UNKNOWN|DEAD|N/A
numpy.core._multiarray_tests|ERA_UNKNOWN|DEAD|N/A
numpy.version|ERA_UNKNOWN|DEAD|N/A
.numeric|ERA_UNKNOWN|DEAD|N/A
.fromnumeric|ERA_UNKNOWN|DEAD|N/A
.records|ERA_UNKNOWN|DEAD|N/A
.memmap|ERA_UNKNOWN|DEAD|N/A
.defchararray|ERA_UNKNOWN|DEAD|N/A
.function_base|ERA_UNKNOWN|DEAD|N/A
.getlimits|ERA_UNKNOWN|DEAD|N/A
.shape_base|ERA_UNKNOWN|DEAD|N/A
.einsumfunc|ERA_UNKNOWN|DEAD|N/A
numpy.core.function_base|ERA_UNKNOWN|DEAD|N/A
numpy.core.overrides|ERA_UNKNOWN|DEAD|N/A
.overrides|ERA_UNKNOWN|DEAD|N/A
.multiarray|ERA_UNKNOWN|DEAD|N/A
_ctypes|ERA_UNKNOWN|DEAD|N/A
._ufunc_config|ERA_UNKNOWN|DEAD|N/A
numpy.core._ufunc_config|ERA_UNKNOWN|DEAD|N/A
numpy._globals|ERA_UNKNOWN|DEAD|N/A
numpy.core._string_helpers|ERA_UNKNOWN|DEAD|N/A
numpy.core._dtype|ERA_UNKNOWN|DEAD|N/A
.umath|ERA_UNKNOWN|DEAD|N/A
.numerictypes|ERA_UNKNOWN|DEAD|N/A
code_generators.genapi|ERA_UNKNOWN|DEAD|N/A
code_generators.numpy_api|ERA_UNKNOWN|DEAD|N/A
numpy.core.numeric|ERA_UNKNOWN|DEAD|N/A
._machar|ERA_UNKNOWN|DEAD|N/A
._multiarray_umath|ERA_UNKNOWN|DEAD|N/A
.arrayprint|ERA_UNKNOWN|DEAD|N/A
._asarray|ERA_UNKNOWN|DEAD|N/A
._string_helpers|ERA_UNKNOWN|DEAD|N/A
._type_aliases|ERA_UNKNOWN|DEAD|N/A
._dtype|ERA_UNKNOWN|DEAD|N/A
Cython.Build|ERA_UNKNOWN|DEAD|N/A
numpy.core.numerictypes|ERA_UNKNOWN|DEAD|N/A
numpy.core._rational_tests|ERA_UNKNOWN|DEAD|N/A
array_interface_testing|ERA_UNKNOWN|DEAD|N/A
hypothesis.extra|ERA_UNKNOWN|DEAD|N/A
numpy.core.arrayprint|ERA_UNKNOWN|DEAD|N/A
Cython.Compiler.Version|ERA_UNKNOWN|DEAD|N/A
numpy._utils|ERA_UNKNOWN|DEAD|N/A
checks|ERA_UNKNOWN|DEAD|N/A
pytz|ERA_UNKNOWN|DEAD|N/A
numpy.dtypes|ERA_UNKNOWN|DEAD|N/A
numpy.core.getlimits|ERA_UNKNOWN|DEAD|N/A
numpy.core.tests._locales|ERA_UNKNOWN|DEAD|N/A
numpy.core._machar|ERA_UNKNOWN|DEAD|N/A
mem_policy|ERA_UNKNOWN|DEAD|N/A
numpy.testing._private.utils|ERA_UNKNOWN|DEAD|N/A
numpy.core._internal|ERA_UNKNOWN|DEAD|N/A
_testbuffer|ERA_UNKNOWN|DEAD|N/A
numpy._core.umath|ERA_UNKNOWN|DEAD|N/A
numpy._core._multiarray_umath|ERA_UNKNOWN|DEAD|N/A
numpy._core._internal|ERA_UNKNOWN|DEAD|N/A
numpy._core._dtype|ERA_UNKNOWN|DEAD|N/A
numpy._core._dtype_ctypes|ERA_UNKNOWN|DEAD|N/A
numpy.core.shape_base|ERA_UNKNOWN|DEAD|N/A
numpy.core._simd|ERA_UNKNOWN|DEAD|N/A
numpy.core._umath_tests|ERA_UNKNOWN|DEAD|N/A
numpy.linalg._umath_linalg|ERA_UNKNOWN|DEAD|N/A
numpy.core._operand_flag_tests|ERA_UNKNOWN|DEAD|N/A
numpy.core._struct_ufunc_tests|ERA_UNKNOWN|DEAD|N/A
numpy.core.umath|ERA_UNKNOWN|DEAD|N/A
._umath_tests|ERA_UNKNOWN|DEAD|N/A
.npy_pkg_config|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.fcompiler|ERA_UNKNOWN|DEAD|N/A
pipes|ERA_UNKNOWN|DEAD|N/A
ctypes  # guarded for systems without ctypes|ERA_UNKNOWN|DEAD|N/A
distutils.unixccompiler|ERA_UNKNOWN|DEAD|N/A
distutils.sysconfig|ERA_UNKNOWN|DEAD|N/A
distutils.version|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.exec_command|ERA_UNKNOWN|DEAD|N/A
distutils.util|ERA_UNKNOWN|DEAD|N/A
.misc_util|ERA_UNKNOWN|DEAD|N/A
setuptools.command.bdist_rpm|ERA_UNKNOWN|DEAD|N/A
distutils.command.bdist_rpm|ERA_UNKNOWN|DEAD|N/A
distutils.command.build|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.command.config_compiler|ERA_UNKNOWN|DEAD|N/A
distutils.command.build_clib|ERA_UNKNOWN|DEAD|N/A
distutils.dep_util|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.ccompiler_opt|ERA_UNKNOWN|DEAD|N/A
distutils.file_util|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.system_info|ERA_UNKNOWN|DEAD|N/A
distutils.command.build_py|ERA_UNKNOWN|DEAD|N/A
distutils.command.build_scripts|ERA_UNKNOWN|DEAD|N/A
distutils.command|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.from_template|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.conv_template|ERA_UNKNOWN|DEAD|N/A
numpy.f2py|ERA_UNKNOWN|DEAD|N/A
distutils.command.config|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.mingw32ccompiler|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.command.autodist|ERA_UNKNOWN|DEAD|N/A
setuptools.command.develop|ERA_UNKNOWN|DEAD|N/A
setuptools.command.egg_info|ERA_UNKNOWN|DEAD|N/A
distutils.command.sdist|ERA_UNKNOWN|DEAD|N/A
setuptools.command.install|ERA_UNKNOWN|DEAD|N/A
distutils.command.install|ERA_UNKNOWN|DEAD|N/A
distutils.command.install_data|ERA_UNKNOWN|DEAD|N/A
distutils.command.install_headers|ERA_UNKNOWN|DEAD|N/A
setuptools.command.sdist|ERA_UNKNOWN|DEAD|N/A
distutils.dist|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.extension|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.numpy_distribution|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.command|ERA_UNKNOWN|DEAD|N/A
distutils.extension|ERA_UNKNOWN|DEAD|N/A
distutils.fancy_getopt|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.ccompiler|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.cpuinfo|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.msvccompiler|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.fcompiler.gnu|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.msvc9compiler|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.ccompiler  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
distutils.cygwinccompiler|ERA_UNKNOWN|DEAD|N/A
distutils.msvccompiler|ERA_UNKNOWN|DEAD|N/A
curses|ERA_UNKNOWN|DEAD|N/A
.system_info|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.npy_pkg_config|ERA_UNKNOWN|DEAD|N/A
optparse|ERA_UNKNOWN|DEAD|N/A
numpy.distutils.command.config|ERA_UNKNOWN|DEAD|N/A
.cpuinfo|ERA_UNKNOWN|DEAD|N/A
numpy  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
Numeric  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
numarray  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.tests.util|ERA_UNKNOWN|DEAD|N/A
ccompiler_opt|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.f2py2e|ERA_UNKNOWN|DEAD|N/A
._meson|ERA_UNKNOWN|DEAD|N/A
._distutils|ERA_UNKNOWN|DEAD|N/A
._backend|ERA_UNKNOWN|DEAD|N/A
.capi_maps|ERA_UNKNOWN|DEAD|N/A
.crackfortran|ERA_UNKNOWN|DEAD|N/A
._isocbind|ERA_UNKNOWN|DEAD|N/A
.auxfuncs|ERA_UNKNOWN|DEAD|N/A
fileinput|ERA_UNKNOWN|DEAD|N/A
numpy_distutils|ERA_UNKNOWN|DEAD|N/A
numpy_distutils.command.build_flib|ERA_UNKNOWN|DEAD|N/A
numpy_distutils.fcompiler|ERA_UNKNOWN|DEAD|N/A
numpy_distutils.command.cpuinfo|ERA_UNKNOWN|DEAD|N/A
numpy_distutils.cpuinfo|ERA_UNKNOWN|DEAD|N/A
numpy.f2py._backends|ERA_UNKNOWN|DEAD|N/A
__version__|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.tests|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.crackfortran|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.auxfuncs|ERA_UNKNOWN|DEAD|N/A
numpy.f2py._src_pyf|ERA_UNKNOWN|DEAD|N/A
numpy.f2py.symbolic|ERA_UNKNOWN|DEAD|N/A
._pocketfft|ERA_UNKNOWN|DEAD|N/A
.helper|ERA_UNKNOWN|DEAD|N/A
.type_check|ERA_UNKNOWN|DEAD|N/A
.index_tricks|ERA_UNKNOWN|DEAD|N/A
.nanfunctions|ERA_UNKNOWN|DEAD|N/A
.stride_tricks|ERA_UNKNOWN|DEAD|N/A
.twodim_base|ERA_UNKNOWN|DEAD|N/A
.ufunclike|ERA_UNKNOWN|DEAD|N/A
.histograms|ERA_UNKNOWN|DEAD|N/A
.polynomial|ERA_UNKNOWN|DEAD|N/A
.arraysetops|ERA_UNKNOWN|DEAD|N/A
.npyio|ERA_UNKNOWN|DEAD|N/A
.arrayterator|ERA_UNKNOWN|DEAD|N/A
.arraypad|ERA_UNKNOWN|DEAD|N/A
tempfile  # deferring to improve startup time|ERA_UNKNOWN|DEAD|N/A
numpy.lib.index_tricks|ERA_UNKNOWN|DEAD|N/A
numpy.lib.utils|ERA_UNKNOWN|DEAD|N/A
numpy.core.fromnumeric|ERA_UNKNOWN|DEAD|N/A
numpy.lib.twodim_base|ERA_UNKNOWN|DEAD|N/A
numpy.lib.histograms|ERA_UNKNOWN|DEAD|N/A
numpy.matrixlib|ERA_UNKNOWN|DEAD|N/A
._datasource|ERA_UNKNOWN|DEAD|N/A
._iotools|ERA_UNKNOWN|DEAD|N/A
numpy.ma.mrecords|ERA_UNKNOWN|DEAD|N/A
numpy.lib.function_base|ERA_UNKNOWN|DEAD|N/A
numpy.lib.type_check|ERA_UNKNOWN|DEAD|N/A
numpy.lib._iotools|ERA_UNKNOWN|DEAD|N/A
numpy.matrixlib.defmatrix|ERA_UNKNOWN|DEAD|N/A
numpy.lib._datasource|ERA_UNKNOWN|DEAD|N/A
numpy.lib.arraypad|ERA_UNKNOWN|DEAD|N/A
numpy.lib.arraysetops|ERA_UNKNOWN|DEAD|N/A
numpy.lib.nanfunctions|ERA_UNKNOWN|DEAD|N/A
numpy.lib.shape_base|ERA_UNKNOWN|DEAD|N/A
numpy.lib.ufunclike|ERA_UNKNOWN|DEAD|N/A
threadpoolctl|ERA_UNKNOWN|DEAD|N/A
numpy._typing|ERA_UNKNOWN|DEAD|N/A
numpy.linalg.linalg|ERA_UNKNOWN|DEAD|N/A
numpy.linalg.lapack_lite|ERA_UNKNOWN|DEAD|N/A
{bad_lib}|ERA_UNKNOWN|DEAD|N/A
.extras|ERA_UNKNOWN|DEAD|N/A
numpy.core.records|ERA_UNKNOWN|DEAD|N/A
numpy.ma.core|ERA_UNKNOWN|DEAD|N/A
numpy.ma.extras|ERA_UNKNOWN|DEAD|N/A
numpy.lib.mixins|ERA_UNKNOWN|DEAD|N/A
.defmatrix|ERA_UNKNOWN|DEAD|N/A
numpy.linalg.tests.test_linalg|ERA_UNKNOWN|DEAD|N/A
.chebyshev|ERA_UNKNOWN|DEAD|N/A
.legendre|ERA_UNKNOWN|DEAD|N/A
.hermite|ERA_UNKNOWN|DEAD|N/A
.hermite_e|ERA_UNKNOWN|DEAD|N/A
.laguerre|ERA_UNKNOWN|DEAD|N/A
._polybase|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.chebyshev|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.polyutils|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.hermite|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.hermite_e|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.laguerre|ERA_UNKNOWN|DEAD|N/A
numpy.polynomial.legendre|ERA_UNKNOWN|DEAD|N/A
._generator|ERA_UNKNOWN|DEAD|N/A
.bit_generator|ERA_UNKNOWN|DEAD|N/A
._mt19937|ERA_UNKNOWN|DEAD|N/A
._pcg64|ERA_UNKNOWN|DEAD|N/A
._philox|ERA_UNKNOWN|DEAD|N/A
._sfc64|ERA_UNKNOWN|DEAD|N/A
.mtrand|ERA_UNKNOWN|DEAD|N/A
.parse|ERA_UNKNOWN|DEAD|N/A
numpy.random._common|ERA_UNKNOWN|DEAD|N/A
cffi  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
ctypes  # noqa: F401|ERA_UNKNOWN|DEAD|N/A
numpy.random._examples.numba|ERA_UNKNOWN|DEAD|N/A
numpy.random._examples.cffi|ERA_UNKNOWN|DEAD|N/A
._private.utils|ERA_UNKNOWN|DEAD|N/A
._private|ERA_UNKNOWN|DEAD|N/A
win32pdh|ERA_UNKNOWN|DEAD|N/A
numpy.ctypeslib|ERA_UNKNOWN|DEAD|N/A
numpy.matlib|ERA_UNKNOWN|DEAD|N/A
.lib.scimath|ERA_UNKNOWN|DEAD|N/A
numpy._typing._add_docstring|ERA_UNKNOWN|DEAD|N/A
mypy.nodes|ERA_UNKNOWN|DEAD|N/A
mypy.build|ERA_UNKNOWN|DEAD|N/A
pytest  # type: ignore|ERA_UNKNOWN|DEAD|N/A
numpy.typing.mypy_plugin|ERA_UNKNOWN|DEAD|N/A
mypy|ERA_UNKNOWN|DEAD|N/A
_pytest.mark.structures|ERA_UNKNOWN|DEAD|N/A
._elffile|ERA_UNKNOWN|DEAD|N/A
ctypes  # noqa: PLC0415|ERA_UNKNOWN|DEAD|N/A
_manylinux  # noqa: PLC0415|ERA_UNKNOWN|DEAD|N/A
._tokenizer|ERA_UNKNOWN|DEAD|N/A
.specifiers|ERA_UNKNOWN|DEAD|N/A
._spdx|ERA_UNKNOWN|DEAD|N/A
email.feedparser|ERA_UNKNOWN|DEAD|N/A
email.header|ERA_UNKNOWN|DEAD|N/A
email.parser|ERA_UNKNOWN|DEAD|N/A
.licenses|ERA_UNKNOWN|DEAD|N/A
packaging.specifiers|ERA_UNKNOWN|DEAD|N/A
.tags|ERA_UNKNOWN|DEAD|N/A
._structures|ERA_UNKNOWN|DEAD|N/A
pandas.compat|ERA_UNKNOWN|DEAD|N/A
pandas._config|ERA_UNKNOWN|DEAD|N/A
pandas.core.config_init  # pyright: ignore[reportUnusedImport] # noqa: F401|ERA_UNKNOWN|DEAD|N/A
pandas.core.api|ERA_UNKNOWN|DEAD|N/A
pandas.core.col|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.dtypes|ERA_UNKNOWN|DEAD|N/A
pandas.tseries.api|ERA_UNKNOWN|DEAD|N/A
pandas.tseries|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.api|ERA_UNKNOWN|DEAD|N/A
pandas.core.reshape.api|ERA_UNKNOWN|DEAD|N/A
pandas.util._print_versions|ERA_UNKNOWN|DEAD|N/A
pandas.io.api|ERA_UNKNOWN|DEAD|N/A
pandas.io.json._normalize|ERA_UNKNOWN|DEAD|N/A
pandas.util._tester|ERA_UNKNOWN|DEAD|N/A
pandas._version_meson|ERA_UNKNOWN|DEAD|N/A
pandas._version|ERA_UNKNOWN|DEAD|N/A
pandas._config.config|ERA_UNKNOWN|DEAD|N/A
pandas._config.display|ERA_UNKNOWN|DEAD|N/A
pandas._typing|ERA_UNKNOWN|DEAD|N/A
pandas.util._exceptions|ERA_UNKNOWN|DEAD|N/A
pandas._libs.pandas_parser  # isort: skip # type: ignore[reportUnusedImport]|ERA_UNKNOWN|DEAD|N/A
pandas._libs.pandas_datetime  # noqa: F401 # isort: skip # type: ignore[reportUnusedImport]|ERA_UNKNOWN|DEAD|N/A
pandas._libs.interval|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.conversion|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.dtypes|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.nattype|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.np_datetime|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.offsets|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.parsing|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.period|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.timedeltas|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.timestamps|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.timezones|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.tzconversion|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.vectorized|ERA_UNKNOWN|DEAD|N/A
pandas._config.localization|ERA_UNKNOWN|DEAD|N/A
pandas._testing._io|ERA_UNKNOWN|DEAD|N/A
pandas._testing._warnings|ERA_UNKNOWN|DEAD|N/A
pandas._testing.asserters|ERA_UNKNOWN|DEAD|N/A
pandas._testing.compat|ERA_UNKNOWN|DEAD|N/A
pandas._testing.contexts|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays._mixins|ERA_UNKNOWN|DEAD|N/A
pandas.core.construction|ERA_UNKNOWN|DEAD|N/A
hypothesis.extra.dateutil|ERA_UNKNOWN|DEAD|N/A
pandas.tseries.offsets|ERA_UNKNOWN|DEAD|N/A
pandas.compat._optional|ERA_UNKNOWN|DEAD|N/A
pandas._libs|ERA_UNKNOWN|DEAD|N/A
pandas._libs.missing|ERA_UNKNOWN|DEAD|N/A
pandas._libs.sparse|ERA_UNKNOWN|DEAD|N/A
pandas._libs.testing|ERA_UNKNOWN|DEAD|N/A
pandas.errors|ERA_UNKNOWN|DEAD|N/A
pandas.util._decorators|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.common|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.missing|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.datetimelike|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.string_|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.api|ERA_UNKNOWN|DEAD|N/A
pandas.io.formats.printing|ERA_UNKNOWN|DEAD|N/A
pandas.io.common|ERA_UNKNOWN|DEAD|N/A
pandas._testing|ERA_UNKNOWN|DEAD|N/A
pandas.arrays|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.base|ERA_UNKNOWN|DEAD|N/A
pandas.core.frame|ERA_UNKNOWN|DEAD|N/A
pandas.core.generic|ERA_UNKNOWN|DEAD|N/A
pandas.core.groupby.generic|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.base|ERA_UNKNOWN|DEAD|N/A
pandas.core.internals|ERA_UNKNOWN|DEAD|N/A
pandas.core.resample|ERA_UNKNOWN|DEAD|N/A
pandas.core.series|ERA_UNKNOWN|DEAD|N/A
pandas.core.window.rolling|ERA_UNKNOWN|DEAD|N/A
pandas.io.formats.format|ERA_UNKNOWN|DEAD|N/A
pandas.tseries.holiday|ERA_UNKNOWN|DEAD|N/A
pandas.api|ERA_UNKNOWN|DEAD|N/A
pandas.core.apply|ERA_UNKNOWN|DEAD|N/A
pandas._libs.lib|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.base|ERA_UNKNOWN|DEAD|N/A
pandas.core.accessor|ERA_UNKNOWN|DEAD|N/A
pandas.core.algorithms|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexers|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexers.objects|ERA_UNKNOWN|DEAD|N/A
pandas.core.interchange.dataframe_protocol|ERA_UNKNOWN|DEAD|N/A
pandas.core.interchange.from_dataframe|ERA_UNKNOWN|DEAD|N/A
pandas.core.internals.api|ERA_UNKNOWN|DEAD|N/A
pandas.core.internals.managers|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.api|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.concat|ERA_UNKNOWN|DEAD|N/A
pandas.core.groupby|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.frozen|ERA_UNKNOWN|DEAD|N/A
pandas.core.window|ERA_UNKNOWN|DEAD|N/A
pandas.io.json._json|ERA_UNKNOWN|DEAD|N/A
pandas.io.sas.sasreader|ERA_UNKNOWN|DEAD|N/A
pandas.io.stata|ERA_UNKNOWN|DEAD|N/A
pandas.compat._constants|ERA_UNKNOWN|DEAD|N/A
pandas.compat.numpy|ERA_UNKNOWN|DEAD|N/A
pandas.compat.pyarrow|ERA_UNKNOWN|DEAD|N/A
pandas.util.version|ERA_UNKNOWN|DEAD|N/A
pandas.util._validators|ERA_UNKNOWN|DEAD|N/A
pandas._libs.arrays|ERA_UNKNOWN|DEAD|N/A
pandas.util._test_decorators|ERA_UNKNOWN|DEAD|N/A
pandas.core|ERA_UNKNOWN|DEAD|N/A
traitlets.config|ERA_UNKNOWN|DEAD|N/A
pandas.core.util.numba_|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexing|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.kernels.mean_|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.kernels.min_max_|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.kernels.sum_|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.kernels.var_|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.kernels.shared|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.cast|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.generic|ERA_UNKNOWN|DEAD|N/A
pandas.core.array_algos.take|ERA_UNKNOWN|DEAD|N/A
pandas.core.reshape.tile|ERA_UNKNOWN|DEAD|N/A
pandas.core.internals.construction|ERA_UNKNOWN|DEAD|N/A
pandas.core.sorting|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.boolean|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.floating|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.integer|ERA_UNKNOWN|DEAD|N/A
pandas.core.flags|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.datetimes|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.interval|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.period|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.timedeltas|ERA_UNKNOWN|DEAD|N/A
pandas.core.tools.datetimes|ERA_UNKNOWN|DEAD|N/A
pandas.core.tools.numeric|ERA_UNKNOWN|DEAD|N/A
pandas.core.tools.timedeltas|ERA_UNKNOWN|DEAD|N/A
pandas._libs.internals|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.executor|ERA_UNKNOWN|DEAD|N/A
pandas.core.common|ERA_UNKNOWN|DEAD|N/A
pandas.core.reshape.concat|ERA_UNKNOWN|DEAD|N/A
pandas.core._numba.extensions|ERA_UNKNOWN|DEAD|N/A
pandas.core.nanops|ERA_UNKNOWN|DEAD|N/A
pandas._libs.ops_dispatch|ERA_UNKNOWN|DEAD|N/A
pandas.core.ops.common|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.arrow|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.categorical|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.datetimes|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.interval|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.masked|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.numpy_|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.period|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.sparse|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.string_arrow|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.timedeltas|ERA_UNKNOWN|DEAD|N/A
pyarrow.compute|ERA_UNKNOWN|DEAD|N/A
pandas.core.array_algos.quantile|ERA_UNKNOWN|DEAD|N/A
pandas.core.array_algos.transforms|ERA_UNKNOWN|DEAD|N/A
pandas.core.util.hashing|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.arrow.accessors|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.arrow.array|ERA_UNKNOWN|DEAD|N/A
pandas.core.arraylike|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays._arrow_string_mixins|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays._utils|ERA_UNKNOWN|DEAD|N/A
pandas.io._util|ERA_UNKNOWN|DEAD|N/A
pandas.tseries.frequencies|ERA_UNKNOWN|DEAD|N/A
pandas.core.tools.times|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.astype|ERA_UNKNOWN|DEAD|N/A
pandas.core.missing|ERA_UNKNOWN|DEAD|N/A
pandas.api.extensions|ERA_UNKNOWN|DEAD|N/A
pandas.core.groupby.ops|ERA_UNKNOWN|DEAD|N/A
pandas.core.array_algos|ERA_UNKNOWN|DEAD|N/A
pandas.core.base|ERA_UNKNOWN|DEAD|N/A
pandas.core.strings.object_array|ERA_UNKNOWN|DEAD|N/A
pandas.io.formats|ERA_UNKNOWN|DEAD|N/A
pandas.core.indexes.range|ERA_UNKNOWN|DEAD|N/A
pandas._libs.tslibs.fields|ERA_UNKNOWN|DEAD|N/A
pandas.core.ops.invalid|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays._ranges|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.numeric|ERA_UNKNOWN|DEAD|N/A
pandas.core.ops|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.arrow.extension_types|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.arrow._arrow_utils|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.sparse.accessor|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.sparse.array|ERA_UNKNOWN|DEAD|N/A
pandas.core.arrays.sparse.scipy_sparse|ERA_UNKNOWN|DEAD|N/A
pandas.core.dtypes.inference|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.common|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.eval|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.align|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.ops|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.expr|ERA_UNKNOWN|DEAD|N/A
numexpr|ERA_UNKNOWN|DEAD|N/A
pandas.core.computation.engines|ERA_UNKNOWN|DEAD|N/A
