# 06_DECISION_MATRIX.txt
# Mechanical remediation actions per import
# Format: <module>|<era>|<module_reality>|<symbol_reality>|<action>|<status>

fontTools.varLib.varStore  # For monkey-patching|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mpl_toolkits.mplot3d|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib.parser|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib.voltToFea|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib.error|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib.ast|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib.lexer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
graphlib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.feaLib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fontTools.voltLib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.callbacks|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.compression|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mapping|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.spec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
asyncio.events|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.implementations.local|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.config|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
tqdm|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.spec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
bz2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
isal|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
lzma|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
lzmaffi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
snappy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
lz4.frame|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
compression|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
backports|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.caching|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.compression|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.registry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.chained|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fuse|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.core|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.asyn|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
panel|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyarrow.fs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.asyn|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.chained|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.local|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cached|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.callbacks|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.exceptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.cache_mapper|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.cache_metadata|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.transaction|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
dask|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
distributed.client|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
distributed.worker|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
requests.adapters|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..asyn|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
ftplib|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..spec|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.memory|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pygit2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
yarl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..caching|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
js|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
js  # noqa: F401|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.http|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
libarchive|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
libarchive.ffi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.archive|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.memory|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.implementations.asyn_wrapper|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
kerchunk.df|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
paramiko|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
smbclient|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
smbprotocol.exceptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
requests_kerberos|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
requests.auth|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.implementations.dirfs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fastparquet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fastparquet.api|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyarrow.parquet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
may fail. In this case|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
the string in the "err" field of the|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dircache|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.transaction|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.copy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.get|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.open|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.pipe|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.put|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
fsspec.tests.abstract.common|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
distributed|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.deprecated|ERA_DEPRECATED|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.make_functional|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.python_key|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.aot_autograd|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.eager_transforms|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.vmap|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.compilers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.fx_minifier|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.partitioners|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch.utils._pytree|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._dim_entry|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._enable_all_layers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._py_inst_decoder|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._tensor_info|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
functorch.dim._getsetitem|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._getsetitem|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._wrap|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._order|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
functorch.dim._wrap|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
functorch.dim.wrap_type|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch  # noqa: TC002|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.rearrange|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
keyword|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
functorch.dim|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._parsing|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.apis|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._functorch.batch_norm_replacement|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch.func|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._higher_order_ops.map|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
torch._ops|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11._connection|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11._events|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11._state|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11._util|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11._version|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._events|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._headers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._readers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._receivebuffer|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._state|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._writers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._abnf|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.attrs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dimensions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py  # noqa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5pyd  # noqa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyfive  # noqa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5pyd|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.legacyapi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py.h5p|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pyfive|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5netcdf.utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
hsds.hsds_app|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5netcdf.core|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5netcdf.tests|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5netcdf.legacyapi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._conv|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.h5z|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.files|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.group|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.dataset|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.datatype|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.attrs|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._hl.vds|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._selector|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.h5|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.h5r|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.h5t|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.h5s|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.tests|ERA_UNKNOWN|LIVE|N/A|INVESTIGATE|UNKNOWN
IPython.core.interactiveshell|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.datatype|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._objects|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.compat|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..version|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.vds|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dims|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..h5t|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..h5py_warnings|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.dataset|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.group|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mpi4py.MPI|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.selections|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
IPython.core.error|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
IPython.utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
numpy.lib.recfunctions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mpi4py|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.common|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._hl.base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.data_files|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py.tests.common|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
tables|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._hl.files|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._hl.compat|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._selector|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._hl.selections|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h5py._hl.selections2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.test_virtual_source|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.test_highlevel_vds|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.test_lowlevel_vds|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..common|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
..._hl.vds|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.hf_xet|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._async|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._backends.base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._backends.mock|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._backends.sync|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._models|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._ssl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._sync|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._backends.anyio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._backends.trio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._sync.connection_pool|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.connection|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.connection_pool|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.http11|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.http_proxy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.http2|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.socks_proxy|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._backends.auto|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._backends.base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._exceptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._models|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._ssl|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._synchronization|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._trace|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h11|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2.config|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2.connection|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2.events|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2.exceptions|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2.settings|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
socksio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.trio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.anyio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
trio|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._backends.sync|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
select|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.protocol|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.url_parser|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.__version__|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._auth|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._client|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._content|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._status_codes|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._transports|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._types|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._urls|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._main|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
ssl  # pragma: no cover|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
netrc|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._decoders|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._transports.base|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._transports.default|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
h2  # noqa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._multipart|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
zstandard|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pygments.lexers|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
pygments.util|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rich.console|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rich.markup|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rich.progress|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rich.syntax|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
rich.table|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
httpcore  # pragma: no cover|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
http.cookiejar|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.asgi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.default|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.mock|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.wsgi|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._types|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
httpx  # pragma: no cover|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._config|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.._urls|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
httpcore|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
socksio  # noqa|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._urlparse|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
mysubmodule|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
anothersubmodule|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.foo|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._commit_scheduler|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._inference_endpoints|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._jobs_api|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._login|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._oauth|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._snapshot_download|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._space_api|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._tensorboard_logger|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._webhooks_payload|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
._webhooks_server|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
.cli._cli_utils|ERA_UNKNOWN|DEAD|N/A|DELETE|ARCHITECTURAL_GHOST
